83,2,50436-3135,7.04,613
84,5,68745-1038,75.88,992
85,8,0187-5012,69.99,773
86,4,0093-8166,29.99,793
87,2,66761-122,68.57,783
88,8,11822-4601,97.12,705
89,4,0245-0067,51.3,878
90,5,49349-923,7.08,958
91,4,57261-786,23.05,776
92,4,0404-5638,85.16,878
93,9,55111-468,24.89,904
94,10,57627-131,8.56,591
95,6,48951-1031,27.99,984
96,6,55154-0909,71.22,888
97,6,0904-6254,64.33,640
98,8,52125-377,86.61,543
99,5,50021-307,28.29,821
100,6,11523-7272,8.14,508
101,8,50228-112,63.71,762
102,8,21695-434,78.27,770
103,7,60512-6184,21.6,515
104,3,50436-9972,25.5,697
105,7,40042-052,25.06,613
106,1,37012-018,99.36,529
107,10,63629-4399,64.1,505
108,10,52125-637,63.33,759
109,9,31722-532,56.73,833
110,1,43478-273,94.72,918
111,4,55154-4618,26.38,749
112,5,55315-552,43.41,764
113,8,11822-5020,34.55,955
114,1,58118-0314,67.61,985
115,9,0085-1519,75.82,611
116,5,67938-0948,81.16,628
117,8,64679-976,66.67,851
118,3,55111-551,30.52,511
119,4,0363-0660,51.76,685
120,7,76385-104,2.83,605
121,10,11822-8071,3.53,508
122,2,54868-1890,86.54,978
123,8,61924-198,25.16,675
124,6,53217-001,96.94,691
125,1,51660-143,91.45,788
126,5,68084-469,46.78,815
127,5,63629-1468,32.39,763
128,9,54575-300,67.99,532
129,6,68788-9668,24.7,660
130,2,0009-0760,68.13,959
131,7,16590-283,5.69,954
132,4,51621-031,91.71,714
133,5,54868-1591,87.06,893
134,8,47781-103,70.11,906
135,2,21749-252,80.29,887
136,8,24385-278,96.14,562
137,4,49852-015,7.28,957
138,4,60429-740,92.99,678
139,8,35356-891,83.53,761
140,2,68599-1180,13.14,763
141,2,52533-116,28.2,791
142,2,41595-5510,40.94,608
143,9,62257-785,30.35,974
144,2,57664-141,40.33,958
145,1,0378-0027,97.4,942
146,8,68968-0514,61.67,629
147,10,11523-0963,20.1,680
148,10,43455-0005,1.73,651
149,8,36987-3177,45.77,928
150,9,51655-628,39.31,958
151,9,55289-394,78.57,840
152,5,49035-298,86.72,669
153,6,10819-7011,58.82,967
154,7,30142-975,99.86,542
155,8,54569-4619,52.27,502
156,7,11673-903,19.43,558
157,9,41190-160,70.09,923
158,9,50184-7000,17.58,948
159,8,49348-183,66.53,944
160,5,63941-189,34.59,578
161,4,0603-2950,38.06,775
162,1,0591-3703,12.9,579
163,4,0555-0095,12.28,945
164,3,0169-5176,79.07,586
165,9,0615-7831,11.86,585
166,9,50409-514,63.96,914
167,6,49999-133,82.94,600
168,4,0054-0080,99.3,604
169,9,60681-2901,85.36,807
170,2,52544-958,26.37,819
171,6,36987-3098,43.37,570
172,8,42851-154,88.87,901
173,8,45802-140,78.79,993
174,9,63717-895,75.15,604
175,2,61010-2111,52.69,641
176,8,58160-854,53.25,535
177,5,64980-181,63.48,848
178,6,0527-1231,98.57,637
179,5,55154-5369,1.22,542
180,6,0591-0780,35.21,584
181,8,44356-0001,86.77,721
182,4,62750-056,45.94,687
183,6,55926-0023,22.65,547
184,6,11584-0029,82.38,510
185,9,53077-2001,10.04,958
186,7,58232-0532,56.34,566
187,2,0143-2260,33.46,936
188,9,49035-179,89.22,543
189,4,63539-112,30.75,513
190,4,49738-425,36.85,508
191,10,55319-440,6.32,801
192,5,0268-6116,64.25,627
193,10,59746-247,92.4,700
194,1,0781-5608,39.68,643
195,8,0067-6280,11.2,658
196,3,60505-0184,91.22,589
197,5,0603-0181,67.77,823
198,2,0409-1755,31.13,596
199,10,42291-366,60.31,578
200,10,11822-1793,96.45,974
201,1,17478-604,39.67,777
202,5,99207-292,88.07,556
203,7,63304-503,75.65,589
204,9,43419-506,67.59,541
205,8,0023-0312,2.03,867
206,9,21695-023,11.74,546
207,8,33261-536,27.66,837
208,4,36987-1404,52.94,958
209,2,0378-6992,26.79,723
210,9,54868-4747,34.6,753
211,4,51079-409,58.28,983
212,8,54868-6238,78.59,891
213,5,63629-3982,85.25,511
214,3,54569-0936,23.62,545
215,5,43353-491,12.44,548
216,1,68462-128,8.53,965
217,9,0121-0654,19.39,926
218,5,53964-002,75.24,629
219,2,49349-570,73.64,679
220,2,63323-377,58.04,751
221,1,54868-6341,70.19,788
222,6,41520-626,27.05,543
223,4,39892-0100,78.44,617
224,4,76237-309,69.29,593
225,6,64064-050,4.24,946
226,8,54575-145,55.04,701
227,9,0113-0603,47.57,584
228,9,54868-2656,23.27,677
229,10,36987-3338,81.85,830
230,10,36800-404,82.29,908
231,7,0023-4948,90.38,659
232,7,57664-126,88.11,804
233,1,0781-9111,29.52,767
234,7,0615-4545,16.64,897
235,5,36987-2773,92.28,833
236,5,21695-994,5.53,539
237,9,68001-216,76.91,933
238,1,21695-744,99.74,860
239,3,59229-002,79.54,570
240,10,67046-075,36.85,565
241,6,0363-0938,36.42,845
242,7,53808-0963,30.78,769
243,8,68258-7103,29.97,860
244,1,0187-1618,56.02,721
245,3,63981-329,59.5,589
246,2,51141-6010,98.8,754
247,5,55045-3207,86.6,862
248,9,13630-0046,18.3,679
249,5,21695-290,40.28,751
250,7,24909-125,62.34,714
251,3,54868-5190,4.31,794
252,8,49230-212,14.69,655
253,5,54973-3105,15.34,967
254,1,43353-688,24.79,835
255,10,62750-048,69.29,534
256,10,53808-1046,8.2,967
257,3,49817-0065,86.08,866
258,7,35781-0194,89.14,563
259,1,51672-4083,88.38,552
260,7,0093-5141,11.38,528
261,7,11509-0411,94.26,849
262,8,0573-1945,97.47,553
263,4,36987-1657,82.49,981
264,8,49967-030,72.2,924
265,5,66530-411,58.37,979
266,2,66993-056,22.08,618
267,8,36987-1878,91.79,589
268,7,54973-2902,23.27,765
269,5,68151-2768,67.49,766
270,1,67046-275,76.75,672
271,3,0143-1115,79.9,534
272,2,41190-544,94.73,799
273,4,51389-117,32.88,513
274,7,36987-1621,58.55,795
275,5,30805-008,57.86,815
276,8,0904-5895,70.15,852
277,2,37000-747,66.92,995
278,3,33261-770,71.85,756
279,4,10678-001,81.99,898
280,8,16590-856,74.03,582
281,9,50111-990,7.68,616
282,5,11523-1167,86.92,660
283,9,31645-160,93.89,892
284,2,11822-9000,97.21,538
285,4,54868-5160,19.16,611
286,9,0904-5379,62.96,536
287,8,45802-465,17.74,613
288,7,0054-3500,95.15,633
289,5,0527-1330,49.54,978
290,8,62670-4406,69.06,860
291,7,41250-025,39.92,838
292,8,60505-2522,7.9,849
293,8,65862-207,37.82,856
294,5,16038-001,54.47,982
295,3,36987-2540,49.82,820
296,5,63941-229,66.05,670
297,3,52125-308,19.04,552
298,2,68788-9714,49.21,796
299,4,68472-056,80.89,865
300,3,49349-841,89.94,935
301,7,68001-118,90.09,829
302,4,52533-050,67.21,598
303,6,63550-850,33.61,869
304,4,56104-243,35.09,670
305,1,63629-4667,4.13,721
306,3,42291-390,62.57,958
307,5,54868-4759,35.72,604
308,3,60660-7785,91.59,913
309,5,41520-476,72.89,821
310,6,68084-636,59.64,785
311,6,0378-4517,5.08,704
312,6,0378-7105,98.18,804
313,10,36987-2926,92.09,799
314,3,61722-004,78.8,532
315,10,41520-083,18.51,618
316,4,65954-070,74.58,762
317,9,49288-0688,80.29,546
318,1,61957-1471,23.06,927
319,6,59110-517,87.34,738
320,6,58607-113,45.13,849
321,8,60793-605,57.37,946
322,4,16590-054,38.23,775
323,5,60505-2648,70.96,935
324,7,36800-309,48.11,933
325,3,10237-660,46.22,816
326,2,63629-3566,72.45,716
327,10,51672-1267,97.32,538
328,6,65044-4351,2.88,713
329,5,62584-887,81.25,925
330,9,0268-1156,2.64,502
331,10,49035-692,75.85,890
332,2,76439-103,82.64,683
333,2,36800-473,15.34,659
334,4,43526-100,39.09,518
335,9,65373-100,39.15,690
336,9,36987-3333,26.78,970
337,8,11822-0588,54.45,898
338,8,60681-1401,17.67,539
339,3,49852-017,42.5,781
340,7,0015-3075,59.87,958
341,8,52533-060,1.62,511
342,5,0179-0150,89.4,548
343,3,11673-238,28.02,680
344,4,65862-191,73.12,510
345,9,57955-6166,38.79,704
346,8,0378-5022,41.88,660
347,2,54868-4656,99.17,653
348,3,36987-2249,33.06,535
349,8,63868-765,6.42,569
350,8,58232-0631,36.65,541
351,3,58232-4020,72.04,615
352,6,76347-120,10.36,591
353,8,43913-404,44.47,890
354,9,62670-3640,50.54,897
355,6,42507-311,34.03,956
356,8,60681-1205,80.18,649
357,6,63550-120,7.61,525
358,6,0942-6330,3.7,505
359,6,45802-493,23.35,762
360,2,49643-420,22.59,659
361,1,51824-040,41.77,838
362,7,51079-903,65.87,544
363,2,0187-3751,9.66,689
364,3,57520-0942,88.64,800
365,9,59779-300,81.39,998
366,7,68084-779,49.8,573
367,7,35356-419,24.48,942
368,9,61589-6007,84.09,839
369,10,0113-1411,9.6,729
370,2,68084-491,69.49,531
371,5,43772-0018,48.94,855
372,10,63739-463,72.55,939
373,3,53808-0627,30.14,820
374,3,30142-263,64.01,696
375,1,37205-585,75.82,698
376,5,58274-006,30.58,507
377,10,68220-086,39.19,623
378,10,36987-2944,73.65,866
379,5,65841-664,97.22,953
380,7,41163-005,55.62,701
381,3,59088-954,2.84,695
382,8,11410-800,39.19,571
383,5,0228-3092,2.54,972
384,6,67877-250,58.64,543
385,7,68180-520,2.41,687
386,10,61296-004,48.6,778
387,1,0037-0241,21.03,982
388,9,0093-2240,63.07,660
389,8,37808-430,84.15,569
390,10,0781-3131,53.73,988
391,5,63629-1467,31.66,564
392,10,0143-9713,1.48,534
393,5,65365-005,34.79,964
394,8,52125-580,20.62,829
395,7,0054-0102,19.46,665
396,9,33261-604,29.42,884
397,3,57844-019,10.65,877
398,3,65224-545,46.69,956
399,3,55154-5057,58.53,867
400,6,57344-080,4.42,876
401,10,76214-012,81.03,560
402,1,52584-875,95.7,791
403,9,61786-019,99.09,777
404,1,55316-699,31.08,929
405,2,54868-4224,37.16,813
406,5,59762-5021,92.2,592
407,10,0904-6203,64.6,957
408,4,54575-958,51.46,859
409,9,0904-6410,99.86,962
410,5,36987-2740,39.66,813
411,5,0338-1113,57.22,850
412,4,68428-006,95.85,913
413,4,41520-111,53.75,977
414,4,67877-221,68.13,857
415,4,24236-995,57.45,745
416,4,21130-065,34.88,959
417,3,43489-101,99.2,664
418,6,52125-390,3.68,789
419,5,52125-720,67.22,643
420,5,36987-2543,30.84,779
421,6,42254-177,3.54,828
422,7,33992-3002,67.63,537
423,7,62646-798,53.31,597
424,9,13537-255,96.73,885
425,7,51141-0070,83.35,542
426,8,55910-379,15.96,853
427,8,49349-069,70.61,800
428,9,49715-009,98.14,546
429,10,43772-0035,91.28,924
430,8,43353-942,74.58,641
431,7,44567-802,60.86,702
432,8,42388-014,38.99,753
433,9,49349-653,55.59,711
434,6,63629-4838,59.59,797
435,3,0179-0152,81.96,650
436,2,44924-008,62.09,916
437,6,68258-3000,87.0,717
438,8,55319-179,90.37,785
439,4,36987-2314,88.76,673
440,3,36987-1596,89.82,998
441,9,30142-148,32.73,753
442,9,76138-101,24.86,870
443,8,67938-1171,23.29,739
444,1,68479-400,13.77,960
445,4,50436-0158,24.12,506
446,9,58517-360,28.32,940
447,2,0378-5750,36.11,809
448,1,0069-0990,39.74,736
449,7,54575-463,93.68,606
450,5,62802-301,82.23,787
451,8,0185-0714,49.23,796
452,2,52124-0103,82.24,944
453,5,21695-561,10.88,825
454,3,65862-141,29.58,506
455,4,40046-0030,50.65,676
456,2,66613-8148,97.22,775
457,2,63629-3213,36.82,768
458,8,64679-924,50.36,597
459,5,0904-5901,10.34,544
460,8,54868-4673,62.43,575
461,10,49349-208,75.4,653
462,2,0597-0087,73.21,533
463,7,66336-635,75.65,980
464,4,51079-028,39.4,617
465,8,46122-139,20.4,786
466,3,43378-123,46.24,509
467,10,67938-0821,30.46,892
468,8,0173-0953,49.55,649
469,5,68788-9817,37.8,998
470,8,59535-1501,46.62,751
471,6,43406-0052,12.77,871
472,8,49349-331,64.89,944
473,3,0363-0557,38.69,954
474,1,61703-327,89.51,746
475,7,62257-950,35.08,731
476,1,68788-9816,14.33,661
477,4,55413-2501,2.1,673
478,4,37205-581,7.8,693
479,10,67691-200,4.58,503
480,3,50383-042,12.92,716
481,3,68786-218,43.1,762
482,1,62847-001,51.18,925
483,4,68634-0031,92.53,884
484,7,68788-0825,42.49,913
485,4,62713-914,55.59,505
486,3,65841-650,95.85,829
487,6,0603-3327,99.28,676
488,2,58160-901,33.61,811
489,1,52533-066,92.36,906
490,9,35356-734,12.37,679
491,8,53217-026,1.34,783
492,2,51389-119,52.21,603
493,6,37808-157,98.2,553
494,1,58194-004,67.18,645
495,7,54748-203,54.97,963
496,7,67938-2014,97.83,917
497,3,42291-834,20.75,952
498,9,62362-184,35.47,685
499,5,60505-2504,16.46,903
500,6,13537-364,16.6,531
501,6,68470-1001,97.56,670
502,1,0093-5562,6.45,841
503,6,34690-3001,45.48,504
504,5,41250-597,48.37,688
505,2,49291-0001,12.22,768
506,3,60429-019,5.76,554
507,7,53727-103,13.37,991
508,8,36987-1102,69.9,901
509,2,42549-652,46.65,747
510,10,57337-048,60.55,999
511,2,55111-353,15.9,825
512,9,36987-1477,39.41,529
513,7,52125-451,98.78,965
514,2,55910-198,7.12,766
515,3,0067-4850,93.19,683
516,2,37205-587,23.73,671
517,10,0363-0835,6.66,830
518,9,0591-3752,85.51,738
519,7,62750-048,63.46,870
520,6,0378-4011,79.81,792
521,10,68788-9717,63.5,632
522,6,36987-1473,36.02,705
523,9,55154-5550,4.43,685
524,10,0002-8215,3.46,961
525,1,24385-495,89.55,980
526,2,67172-014,6.97,784
527,3,55154-0457,44.86,879
528,10,68462-197,33.67,797
529,3,55154-4965,70.7,950
530,7,10768-7283,78.79,914
531,3,68084-602,38.66,712
532,8,53144-2001,19.43,692
533,5,63323-658,34.96,877
534,9,0955-1030,86.52,990
535,2,54973-0605,53.92,723
536,10,53489-215,56.34,756
537,10,49349-069,36.3,782
538,6,49999-100,17.45,799
539,6,49349-025,24.98,902
540,5,68046-001,27.53,717
541,10,42254-149,6.11,848
542,9,76049-002,70.72,999
543,3,36987-1369,66.95,590
544,4,41163-069,98.12,660
545,2,51389-118,63.67,879
546,10,58980-818,74.13,809
547,9,63629-3766,84.15,736
548,7,43063-481,12.48,707
549,1,59762-4960,88.47,510
550,10,41190-163,64.24,927
551,8,0944-2512,84.87,514
552,3,55154-5438,14.26,963
553,5,12634-516,24.97,683
554,6,0781-5486,7.47,939
555,10,49726-020,87.44,849
556,2,10631-099,16.07,615
557,4,45802-918,34.03,746
558,2,10361-778,90.81,623
559,1,21130-556,31.32,556
560,7,63323-137,72.56,764
561,2,0517-6202,60.99,690
562,6,41520-240,57.89,787
563,8,13734-022,67.08,955
564,9,10742-8130,49.3,676
565,7,55714-4467,46.49,928
566,6,64942-1013,10.04,766
567,7,53041-412,35.0,533
568,5,13733-014,77.81,844
569,4,33261-967,56.83,814
570,2,52125-001,75.1,760
571,7,65862-502,45.58,919
572,7,55316-213,35.99,547
573,5,52533-006,19.81,720
574,8,49348-398,47.43,540
575,7,59045-1001,63.89,702
576,10,37000-360,16.96,785
577,9,76237-166,1.66,867
578,6,0078-0405,63.42,884
579,8,53808-0851,43.68,972
580,1,0591-0371,71.85,646
581,5,51645-826,56.35,548
582,7,62756-751,97.84,526
583,3,52533-120,17.1,911
584,4,53401-301,61.07,879
585,7,49288-0186,95.68,647
586,4,52747-904,62.45,878
587,4,0093-7208,55.62,779
588,2,24357-702,33.59,921
589,2,41499-124,17.06,543
590,2,76237-186,90.81,535
591,1,60793-801,51.29,921
592,10,59779-851,37.24,617
593,5,0703-3673,16.43,564
594,5,49436-291,89.25,609
595,4,35356-887,22.89,941
596,9,69072-080,46.38,721
597,4,66715-9707,91.81,746
598,8,0904-5523,7.96,777
599,4,52183-249,68.25,539
600,9,57962-140,23.39,787
601,7,0085-4610,66.15,641
602,4,10019-905,40.35,557
603,10,65643-415,51.15,877
604,7,21695-059,93.24,637
605,10,0268-6690,87.82,644
606,6,0069-4033,75.76,925
607,3,16590-959,80.64,625
608,2,59762-8399,26.54,819
609,4,44087-1112,18.59,601
610,3,52959-984,49.68,570
611,1,49349-519,22.33,637
612,10,58755-0001,51.7,687
613,2,0078-0592,30.64,820
614,5,60760-914,46.56,823
615,7,0603-5926,88.44,756
616,1,49580-2004,18.68,751
617,5,43857-0333,98.49,999
618,9,35356-964,28.68,847
619,6,41520-461,99.74,828
620,2,55315-557,51.13,758
621,9,37808-080,31.94,704
622,8,55154-9409,25.77,690
623,3,33261-699,37.36,634
624,8,0363-0164,47.32,752
625,1,52125-844,96.91,880
626,6,49348-520,95.98,850
627,6,62175-381,14.36,825
628,1,50436-1182,56.47,805
629,3,0052-0119,91.18,839
630,5,57520-0092,59.39,570
631,2,0781-3223,77.59,705
632,6,37000-412,75.55,568
633,7,55289-354,59.29,865
634,3,51531-9500,87.9,765
635,10,0228-2620,6.3,868
636,8,0781-2147,97.87,810
637,8,54868-1791,83.21,677
638,10,55346-1404,94.04,762
639,7,33261-623,81.48,826
640,10,64661-091,68.14,755
641,4,35000-027,27.12,515
642,2,51655-186,81.71,833
643,9,36987-3171,56.21,997
644,4,62670-4407,53.86,992
645,4,66869-104,19.58,692
646,8,43419-716,60.77,772
647,1,53144-3001,62.69,522
648,9,0135-0475,87.65,622
649,3,62007-024,5.5,651
650,4,30142-477,80.18,985
651,2,59779-337,40.36,800
652,5,57664-274,45.89,585
653,9,48951-8176,59.67,658
654,5,49999-280,44.31,936
655,1,0603-4247,59.81,761
656,3,49281-489,44.45,700
657,3,57664-214,81.61,728
658,7,66993-185,60.53,602
659,7,36987-2911,48.07,851
660,1,65923-387,66.76,768
661,1,57520-0417,29.42,759
662,8,55118-305,83.99,518
663,9,29500-9077,22.72,677
664,6,0363-0179,91.29,850
665,7,37000-756,50.53,914
666,1,43063-109,60.58,512
667,2,50169-0002,60.26,544
668,6,36987-2511,79.12,792
669,5,49288-0776,24.88,865
670,7,35356-211,5.57,518
671,1,0228-3003,1.12,787
672,6,36987-1136,29.27,758
673,2,0440-8195,8.82,633
674,6,66184-155,86.58,889
675,3,63981-170,42.36,608
676,10,0268-1603,21.14,963
677,5,48951-8163,68.8,804
678,7,50390-704,55.4,748
679,6,68084-040,70.68,711
680,9,54868-1867,77.24,814
681,1,0573-1930,9.99,541
682,1,36987-1257,18.98,511
683,10,55111-154,69.27,956
684,5,68400-136,10.31,923
685,4,55154-6704,4.65,888
686,5,41520-467,50.68,715
687,1,43857-0182,79.81,857
688,9,68151-4374,99.03,921
689,9,0054-0141,48.87,508
690,1,21130-044,59.23,517
691,7,0904-5525,38.93,968
692,6,0378-2074,47.5,804
693,2,56062-915,18.03,836
694,1,16590-364,84.89,890
695,4,41477-420,77.84,727
696,6,0268-6694,10.04,792
697,3,64380-773,18.69,543
698,9,0378-4451,17.18,706
699,5,33992-9376,43.91,669
700,9,63629-1248,4.24,527
701,2,51087-272,99.8,574
702,1,49349-798,22.81,968
703,10,0363-0631,85.1,790
704,6,65517-1004,15.41,712
705,10,54868-4697,98.87,838
706,10,0517-2305,33.99,977
707,6,14783-441,34.95,842
708,8,51138-096,98.88,602
709,2,50436-4034,6.31,802
710,4,0615-3505,52.06,701
711,8,63629-5271,53.89,682
712,4,50844-175,16.63,654
713,2,11523-7228,25.75,611
714,1,52125-058,73.84,739
715,7,55312-001,70.67,600
716,3,67877-171,42.93,651
717,5,35356-419,55.34,603
718,6,0054-8650,40.14,509
719,5,53808-0547,67.56,891
720,3,16571-600,34.12,968
721,8,51672-2003,41.73,627
722,6,43063-324,53.72,642
723,10,31722-330,92.41,633
724,7,11853-023,97.03,601
725,4,10481-3015,86.4,805
726,7,50845-0044,54.46,632
727,1,63629-4238,97.9,664
728,1,59726-160,40.53,808
729,5,54868-5742,63.88,509
730,10,33342-027,1.34,570
731,6,0942-9398,75.77,827
732,2,0944-2831,37.45,673
733,9,49288-0324,48.66,677
734,7,36987-2392,14.46,674
735,8,64159-6978,13.13,566
736,6,44924-002,73.22,543
737,4,0185-4057,40.94,867
738,7,60505-2671,78.0,938
739,8,76270-103,71.98,555
740,5,53329-640,8.67,705
741,6,68180-513,63.52,854
742,7,62750-037,95.71,583
743,5,37000-154,99.47,521
744,1,54859-504,96.13,946
745,7,68026-522,57.47,719
746,10,41250-405,69.87,988
747,9,68387-310,15.51,877
748,2,44911-0118,41.56,750
749,1,64893-365,99.08,745
750,2,66949-939,64.77,736
751,1,49288-0484,88.72,927
752,9,61727-329,31.81,905
753,10,0268-0818,15.33,961
754,7,41163-678,6.88,624
755,3,54868-6147,76.78,746
756,9,35356-725,27.15,742
757,2,55154-0905,47.75,573
758,2,65044-2485,28.76,867
759,9,59779-272,98.03,747
760,7,55154-5688,52.41,535
761,4,0268-6632,73.13,958
762,10,0395-0073,66.16,527
763,7,55154-7211,73.92,931
764,3,57520-0224,6.5,789
765,1,55154-6669,14.62,996
766,3,0904-5993,47.26,629
767,7,61611-107,73.98,817
768,2,0054-0450,19.09,849
769,3,43498-108,70.13,552
770,6,36987-3278,37.05,538
771,1,61269-212,48.7,617
772,6,11716-0003,86.22,669
773,7,49035-637,66.85,945
774,5,41520-402,84.58,720
775,3,76261-125,57.73,695
776,8,55700-016,31.8,657
777,7,55312-104,42.6,907
778,10,43269-855,54.95,710
779,4,0268-6218,83.96,647
780,8,0498-0740,40.11,675
781,3,0904-6291,29.19,711
782,9,67877-245,20.9,675
783,7,0406-1924,27.39,714
784,9,54575-905,61.51,559
785,3,36987-1500,49.47,505
786,1,48951-8102,20.59,746
787,10,50383-232,23.59,980
788,8,57353-104,31.14,617
789,6,43742-0103,74.79,986
790,7,59115-056,83.99,931
791,5,48951-3047,74.58,650
792,5,53808-0742,52.76,788
793,4,17089-235,23.2,780
794,10,68479-804,11.34,795
795,2,35896-001,3.16,638
796,9,60429-309,58.58,895
797,9,55154-5478,98.83,646
798,6,36800-473,56.72,555
799,9,70253-142,6.56,660
800,9,21130-133,62.25,508
801,8,67234-020,23.71,616
802,10,41163-751,77.06,738
803,3,61589-6507,90.91,640
804,2,61077-036,35.57,606
805,10,53808-0351,73.17,797
806,5,52533-074,24.6,664
807,2,67046-273,54.69,809
808,1,67441-0001,41.52,917
809,1,0338-6307,35.76,614
810,1,10237-653,4.83,504
811,9,0268-1504,92.6,954
812,10,61957-9402,18.29,544
813,9,0591-3137,83.14,596
814,4,44567-331,41.93,973
815,4,0703-4636,65.7,597
816,4,65691-0107,92.04,708
817,5,0054-3090,58.36,763
818,5,55504-9001,33.47,639
819,1,35356-745,57.27,594
820,10,0268-6109,73.08,757
821,7,10191-1203,80.02,972
822,9,68645-401,30.68,566
823,2,0093-5415,4.79,889
824,9,65321-026,68.27,765
825,10,65121-498,51.49,899
826,6,55154-2398,72.11,638
827,9,68258-7100,21.75,701
828,3,53228-001,62.5,773
829,9,37205-684,75.25,976
830,4,36800-205,96.08,558
831,7,36987-2381,55.74,573
832,8,54868-0147,11.84,665
833,6,0268-6202,55.7,764
834,7,64764-918,23.04,887
835,5,49349-062,91.07,563
836,3,17478-540,79.84,611
837,10,52584-010,40.89,987
838,10,52125-793,99.8,820
839,6,13537-319,13.38,594
840,6,69013-001,91.59,652
841,4,43319-080,19.82,910
842,7,68382-443,57.44,976
843,10,33261-883,23.97,545
844,3,0069-0084,6.32,931
845,10,60429-712,99.23,860
846,5,30142-306,55.7,529
847,8,0363-0673,48.11,516
848,1,63029-550,42.22,938
849,1,66949-874,11.85,520
850,2,43742-0215,21.17,956
851,8,57841-1305,99.61,945
852,5,51346-127,30.58,765
853,4,10812-954,91.11,762
854,7,60637-008,55.76,666
855,7,51312-065,95.05,730
856,8,59351-0326,83.58,847
857,8,68012-052,4.67,720
858,5,11716-0041,67.46,933
859,6,0268-6732,94.28,692
860,9,49230-191,96.85,807
861,5,54458-968,11.14,894
862,10,41499-106,45.43,776
863,5,27293-026,81.61,534
864,9,10019-926,80.45,536
865,4,49288-0894,49.36,504
866,9,64141-015,88.72,971
867,5,42507-394,94.29,719
868,3,0143-9684,92.64,525
869,2,21695-410,65.42,667
870,9,63776-451,16.01,842
871,5,41167-1601,22.79,904
872,5,11822-9026,72.29,718
873,3,33261-951,79.23,801
874,2,0591-3292,73.33,932
875,4,20276-560,74.16,671
876,5,51009-105,77.04,786
877,6,51532-6103,10.54,906
878,3,0378-3015,42.01,546
879,5,0268-1601,44.54,784
880,4,55111-547,79.89,651
881,10,0185-0939,14.64,854
882,8,0049-2750,44.92,815
883,8,76119-1170,50.5,641
884,6,41163-660,12.87,581
885,7,48433-322,23.39,573
886,8,61715-037,54.09,716
887,9,52125-734,39.16,844
888,3,54868-4631,88.95,832
889,7,25021-206,74.17,511
890,4,59726-810,81.12,940
891,3,63868-012,76.13,767
892,9,67544-332,30.11,810
893,5,68327-036,2.47,736
894,1,48951-7044,66.98,654
895,7,55670-122,5.69,986
896,4,37000-811,8.24,954
897,5,0268-0001,99.12,675
898,1,52125-502,42.85,720
899,5,11399-005,51.02,892
900,8,0603-3855,41.41,752
901,6,24385-599,99.99,766
902,2,37000-470,93.24,560
903,7,0781-9220,75.19,706
904,6,65862-123,62.51,872
905,10,42627-206,64.66,642
